c1 c2 c3 c4 c5 c6 c7 c8
500 0 0 0 0 0 0 411 
467 0 0 0 0 0 0 410 
501 0 0 0 0 0 0 382 
462 0 0 0 0 0 0 379 
509 0 0 0 0 0 0 407 
513 0 0 0 0 0 0 417 
539 0 0 0 0 0 0 400 
507 0 0 0 0 0 0 398 
523 0 0 0 0 0 0 394 
470 0 0 0 0 0 0 433 
495 0 0 0 0 0 0 382 
519 0 0 0 0 0 0 413 
502 0 0 0 0 0 0 413 
521 0 0 0 0 0 0 412 
510 0 0 0 0 0 0 401 
510 0 0 0 0 0 0 410 
515 0 0 0 0 0 0 413 
498 0 0 0 0 0 0 422 
525 0 0 0 0 0 0 425 
515 0 0 0 0 0 0 392 
519 0 0 0 0 0 0 397 
510 0 0 0 0 0 0 421 
507 0 0 0 0 0 0 435 
488 0 0 0 0 0 0 400 
501 0 0 0 0 0 0 428 
501 0 0 0 0 0 0 421 
484 0 0 0 0 0 0 392 
484 0 0 0 0 0 0 419 
497 0 0 0 0 0 0 395 
500 0 0 0 0 0 0 414 
475 0 0 0 0 0 0 439 
484 0 0 0 0 0 0 431 
496 0 0 0 0 0 0 411 
479 0 0 0 0 0 0 424 
498 0 0 0 0 0 0 420 
430 0 0 0 0 0 0 402 
462 0 0 0 0 0 0 385 
474 0 0 0 0 0 0 395 
506 0 0 0 0 0 0 416 
